pm10,ozone
67.5,41
35.1,45
26.7,47
18.4,43
21.3,34
17,47
19.8,46
28.2,45
46.6,38
39.3,38
25.3,46
20.5,41
35.5,35
22.4,45
35.2,37
50.7,44
23.4,45
20.7,41
37.7,45
24.1,53
18.1,46
16,43
18.1,37
23.7,36
31.4,38
16.4,41
23.3,45
81.2,45
27.2,53
25.6,50
39.7,43
44.2,45
26,45
29.7,34
22.7,31
21.3,30
17.7,33
21.7,33
30.3,39
24.3,40
22.4,45
83.4,52
22.7,43
25.9,35
34,37
36.6,39
24.7,27
19.5,50
20,51
18.2,51
29.5,44
35.7,48
21,40
19.2,41
17.7,44
14.9,55
15.8,37
15.9,36
21.4,35
25.1,33
35.4,35
33.8,47
25.5,65
19.7,48
20.6,48
34.4,43
21.8,42
30.5,43
23.9,40
27.2,52
18.8,46
27.3,39
26.1,44
26.8,43
28.3,41
27.2,43
28.7,40
30.5,41
25.1,38
21.9,46
39.1,40
31.5,36
37.2,47
39.1,56
26.4,51
26.7,46
25.2,40
26.8,43
34.4,40
43.1,36
30.2,48
20.6,40
22.7,36
29.4,51
93,46
23.9,45
27,43
34.2,38
49.2,40
26,33
25.1,29
25.2,26
23,34
25.2,27
72.6,37
57.3,37
37.9,41
22.1,51
23.1,48
24.9,44
32.1,40
34.4,39
72.2,38
109.4,47
68.7,56
53.8,45
35.3,43
18.1,43
28.1,39
38.7,48
10.2,40
9.7,34
14.8,27
11.9,34
19.2,26
24.6,43
31.2,42
22.1,47
19.1,54
13.5,45
21.6,46
25.2,55
22.1,50
28.9,40
22.2,38
22.1,38
34,30
27.1,43
20.8,50
19.2,48
22.2,40
21.4,35
22,53
23.9,59
30.1,55
21.7,53
14.1,48
14.7,45
19.2,44
29.7,51
26,42
23.3,46
20.5,41
19.2,44
15.5,45
13.8,50
25.3,60
23.7,60
24.1,61
41,46
35.2,34
21.2,42
21.2,40
23.3,38
14.6,41
13.3,38
14.2,37
10.5,35
11.7,40
16.3,33
21.1,34
16.8,32
23.9,25
27.4,25
35.2,35
22.4,29
27.7,32
22.2,38
23.4,31
23.4,33
25.7,35
21.9,46
17.6,41
32.4,36
28,31
