pm10,temp
25.3,90.8
20.5,85.6
35.5,81.6
22.4,73.2
35.2,80.2
50.7,83.6
23.4,80.1
20.7,81.4
37.7,84.4
24.1,84.4
18.1,85
16,86.9
18.1,85.6
23.7,86.2
31.4,86.8
16.4,89.4
23.3,90.5
81.2,86
27.2,84.8
25.6,85.7
39.7,87.9
44.2,85.5
26,83.9
29.7,84
22.7,84.3
21.3,82.8
17.7,85.1
21.7,88.4
30.3,89.2
24.3,89.4
22.4,88.3
83.4,89
22.7,92.5
25.9,94.1
34,95.9
36.6,95.3
24.7,95.8
19.5,88.6
20,88.9
18.2,87.8
29.5,85.2
35.7,83.4
21,82.8
19.2,81.1
17.7,75.5
14.9,78.3
15.8,84.5
15.9,84.9
21.4,87.5
25.1,90.4
35.4,93.5
33.8,88.8
25.5,86.9
19.7,85.4
20.6,86.5
34.4,89.8
21.8,90.5
30.5,88.4
23.9,87.2
27.2,87.8
18.8,89.4
27.3,92.1
26.1,92.9
26.8,94.4
28.3,94.5
27.2,94.4
28.7,94.7
30.5,88.6
25.1,84.4
21.9,84.8
39.1,87.8
31.5,90.9
37.2,90.6
39.1,89.8
26.4,89.3
26.7,87
25.2,85.1
26.8,85.9
34.4,88.1
43.1,90.9
30.2,90.5
20.6,84.4
22.7,83.1
29.4,74.9
93,77.4
23.9,77.5
27,77.3
34.2,83.9
49.2,88.1
26,86.2
25.1,85.7
25.2,87.2
23,90.9
25.2,91
72.6,92.1
57.3,93.1
37.9,92.1
22.1,86.9
23.1,89.2
24.9,86.7
32.1,88
34.4,90.9
72.2,92.9
109.4,89.9
68.7,85.7
53.8,89.7
35.3,88.9
18.1,89.9
28.1,88.9
38.7,75.1
10.2,67.4
9.7,68.7
14.8,71.4
11.9,76.5
19.2,77.3
24.6,80.4
31.2,84.2
22.1,81.9
19.1,80.2
13.5,80.8
21.6,83.5
25.2,86.6
22.1,88.2
28.9,84
22.2,79.2
22.1,83.4
34,85
27.1,84.6
20.8,83.6
19.2,83.7
22.2,78.8
21.4,78.7
22,82.6
23.9,82.7
30.1,83.3
21.7,78.9
14.1,76.8
14.7,79.4
19.2,80.9
29.7,84.1
26,84.7
23.3,81.2
20.5,82.3
19.2,83.2
15.5,82.6
13.8,79.5
25.3,81.5
23.7,83.5
24.1,84.5
41,85.4
35.2,87.2
21.2,86.7
21.2,85.5
23.3,81
14.6,76.6
13.3,76.3
14.2,73.1
10.5,72.5
11.7,72.7
16.3,74.3
21.1,77.1
16.8,80.3
23.9,80.7
27.4,82.8
35.2,81.6
22.4,83.2
27.7,85.4
22.2,84.7
23.4,86.6
23.4,84.7
25.7,84.8
21.9,84.9
17.6,84.2
32.4,81.5
28,81.2
